İlçe,Metrekare,Oda_Sayısı,Binanın_Yaşı,Fiyatı,Site_Icerisinde,Bulundugu_Kat,Kat_Sayisi,Isitma_Tipi,Veri_Kaynagi,Isitma_Skoru,İlçe_Kod,Oda_Metrekare,Yaş_Grup,Metrekare_Log,Oda_Sayisi_Log,Metrekare_x_Oda,Yas_x_Metrekare,İlçe_Gücü,Giris_Kat_Mi,Site_Bonus,Kat_Orani,Ilce_Oda_Key,İlçe_Oda_Gücü
Başakşehir,130,3.0,10.0,1200000.0,0.0,3.0,8,Doğalgaz,Emlakjet,1.0,6,41.935483870967744,1,4.875197323201151,1.3862943611198906,390.0,1300.0,2431092.380952381,0,0.0,0.3703703703703704,Başakşehir_3,1763308.2631578948
Başakşehir,122,3.0,7.5,3250000.0,0.0,3.0,8,Doğalgaz,Emlakjet,1.0,6,39.354838709677416,1,4.812184355372417,1.3862943611198906,366.0,915.0,2431092.380952381,0,0.0,0.3703703703703704,Başakşehir_3,1763308.2631578948
Başakşehir,173,4.0,4.0,1750000.0,0.0,3.0,8,Doğalgaz,Emlakjet,1.0,6,42.19512195121951,0,5.159055299214529,1.6094379124341003,692.0,692.0,2431092.380952381,0,0.0,0.3703703703703704,Başakşehir_4,2361527.0240963856
Başakşehir,55,2.0,2.0,1350000.0,0.0,3.0,8,Doğalgaz,Emlakjet,1.0,6,26.19047619047619,0,4.02535169073515,1.0986122886681098,110.0,110.0,2431092.380952381,0,0.0,0.3703703703703704,Başakşehir_2,1698500.0
Başakşehir,63,2.0,2.0,1600000.0,0.0,3.0,8,Doğalgaz,Emlakjet,1.0,6,30.0,0,4.1588830833596715,1.0986122886681098,126.0,126.0,2431092.380952381,0,0.0,0.3703703703703704,Başakşehir_2,1698500.0
Başakşehir,136,4.0,10.0,1050000.0,0.0,3.0,8,Doğalgaz,Emlakjet,1.0,6,33.170731707317074,1,4.919980925828125,1.6094379124341003,544.0,1360.0,2431092.380952381,0,0.0,0.3703703703703704,Başakşehir_4,2361527.0240963856
Başakşehir,82,3.0,10.0,2700000.0,0.0,3.0,8,Doğalgaz,Emlakjet,1.0,6,26.451612903225804,1,4.418840607796598,1.3862943611198906,246.0,820.0,2431092.380952381,0,0.0,0.3703703703703704,Başakşehir_3,1763308.2631578948
Başakşehir,135,3.0,7.5,1270000.0,0.0,3.0,8,Doğalgaz,Emlakjet,1.0,6,43.54838709677419,1,4.912654885736052,1.3862943611198906,405.0,1012.5,2431092.380952381,0,0.0,0.3703703703703704,Başakşehir_3,1763308.2631578948
Başakşehir,79,3.0,2.0,1250000.0,0.0,3.0,8,Doğalgaz,Emlakjet,1.0,6,25.483870967741936,0,4.382026634673881,1.3862943611198906,237.0,158.0,2431092.380952381,0,0.0,0.3703703703703704,Başakşehir_3,1763308.2631578948
Başakşehir,125,3.0,10.0,2650000.0,0.0,3.0,8,Doğalgaz,Emlakjet,1.0,6,40.32258064516129,1,4.836281906951478,1.3862943611198906,375.0,1250.0,2431092.380952381,0,0.0,0.3703703703703704,Başakşehir_3,1763308.2631578948
Başakşehir,128,3.0,7.5,755000.0,0.0,3.0,8,Doğalgaz,Emlakjet,1.0,6,41.29032258064516,1,4.859812404361672,1.3862943611198906,384.0,960.0,2431092.380952381,0,0.0,0.3703703703703704,Başakşehir_3,1763308.2631578948
Başakşehir,100,3.0,10.0,4200000.0,0.0,3.0,8,Doğalgaz,Emlakjet,1.0,6,32.25806451612903,1,4.61512051684126,1.3862943611198906,300.0,1000.0,2431092.380952381,0,0.0,0.3703703703703704,Başakşehir_3,1763308.2631578948
Başakşehir,174,4.0,3.0,3000000.0,0.0,3.0,8,Doğalgaz,Emlakjet,1.0,6,42.43902439024391,0,5.1647859739235145,1.6094379124341003,696.0,522.0,2431092.380952381,0,0.0,0.3703703703703704,Başakşehir_4,2361527.0240963856
Başakşehir,180,4.0,3.0,8950000.0,0.0,3.0,8,Doğalgaz,Emlakjet,1.0,6,43.90243902439025,0,5.198497031265826,1.6094379124341003,720.0,540.0,2431092.380952381,0,0.0,0.3703703703703704,Başakşehir_4,2361527.0240963856
Başakşehir,155,4.0,2.0,2765000.0,0.0,3.0,8,Doğalgaz,Emlakjet,1.0,6,37.80487804878049,0,5.049856007249537,1.6094379124341003,620.0,310.0,2431092.380952381,0,0.0,0.3703703703703704,Başakşehir_4,2361527.0240963856
Başakşehir,163,4.0,4.0,970000.0,0.0,3.0,8,Doğalgaz,Emlakjet,1.0,6,39.75609756097561,0,5.099866427824199,1.6094379124341003,652.0,652.0,2431092.380952381,0,0.0,0.3703703703703704,Başakşehir_4,2361527.0240963856
Başakşehir,75,3.0,7.5,1550000.0,0.0,3.0,8,Doğalgaz,Emlakjet,1.0,6,24.193548387096772,1,4.330733340286331,1.3862943611198906,225.0,562.5,2431092.380952381,0,0.0,0.3703703703703704,Başakşehir_3,1763308.2631578948
Başakşehir,380,7.0,13.0,1400000.0,0.0,3.0,8,Doğalgaz,Emlakjet,1.0,6,53.521126760563384,2,5.942799375126701,2.0794415416798357,2660.0,4940.0,2431092.380952381,0,0.0,0.3703703703703704,Başakşehir_7,4442499.9
Başakşehir,220,5.0,18.0,1075000.0,0.0,3.0,8,Doğalgaz,Emlakjet,1.0,6,43.13725490196079,2,5.3981627015177525,1.791759469228055,1100.0,3960.0,2431092.380952381,0,0.0,0.3703703703703704,Başakşehir_5,3514039.1960784313
Başakşehir,74,2.0,10.0,3850000.0,0.0,3.0,8,Doğalgaz,Emlakjet,1.0,6,35.238095238095234,1,4.31748811353631,1.0986122886681098,148.0,740.0,2431092.380952381,0,0.0,0.3703703703703704,Başakşehir_2,1698500.0
Başakşehir,117,3.0,4.0,5300000.0,0.0,3.0,8,Doğalgaz,Emlakjet,1.0,6,37.74193548387097,0,4.770684624465665,1.3862943611198906,351.0,468.0,2431092.380952381,0,0.0,0.3703703703703704,Başakşehir_3,1763308.2631578948
Başakşehir,120,3.0,10.0,5000000.0,0.0,3.0,8,Doğalgaz,Emlakjet,1.0,6,38.70967741935484,1,4.795790545596741,1.3862943611198906,360.0,1200.0,2431092.380952381,0,0.0,0.3703703703703704,Başakşehir_3,1763308.2631578948
Başakşehir,199,5.5,10.0,685000.0,0.0,3.0,8,Doğalgaz,Emlakjet,1.0,6,35.535714285714285,1,5.298317366548036,1.8718021769015913,1094.5,1990.0,2431092.380952381,0,0.0,0.3703703703703704,Başakşehir_5,3514039.1960784313
Başakşehir,95,3.0,2.0,720000.0,0.0,3.0,8,Doğalgaz,Emlakjet,1.0,6,30.64516129032258,0,4.564348191467836,1.3862943611198906,285.0,190.0,2431092.380952381,0,0.0,0.3703703703703704,Başakşehir_3,1763308.2631578948
Başakşehir,105,3.0,2.0,2260000.0,0.0,3.0,8,Doğalgaz,Emlakjet,1.0,6,33.87096774193548,0,4.663439094112067,1.3862943611198906,315.0,210.0,2431092.380952381,0,0.0,0.3703703703703704,Başakşehir_3,1763308.2631578948
Başakşehir,380,7.0,18.0,2349999.0,0.0,3.0,8,Doğalgaz,Emlakjet,1.0,6,53.521126760563384,2,5.942799375126701,2.0794415416798357,2660.0,6840.0,2431092.380952381,0,0.0,0.3703703703703704,Başakşehir_7,4442499.9
Başakşehir,130,4.0,7.5,4200000.0,0.0,3.0,8,Doğalgaz,Emlakjet,1.0,6,31.707317073170735,1,4.875197323201151,1.6094379124341003,520.0,975.0,2431092.380952381,0,0.0,0.3703703703703704,Başakşehir_4,2361527.0240963856
Başakşehir,195,5.0,3.0,2150000.0,0.0,3.0,8,Doğalgaz,Emlakjet,1.0,6,38.23529411764706,0,5.278114659230517,1.791759469228055,975.0,585.0,2431092.380952381,0,0.0,0.3703703703703704,Başakşehir_5,3514039.1960784313
Başakşehir,320,6.0,30.0,1000000.0,0.0,3.0,8,Doğalgaz,Emlakjet,1.0,6,52.459016393442624,3,5.771441123130016,1.9459101490553132,1920.0,9600.0,2431092.380952381,0,0.0,0.3703703703703704,Başakşehir_6,3410823.8095238097
Başakşehir,130,4.0,2.0,2080000.0,0.0,3.0,8,Doğalgaz,Emlakjet,1.0,6,31.707317073170735,0,4.875197323201151,1.6094379124341003,520.0,260.0,2431092.380952381,0,0.0,0.3703703703703704,Başakşehir_4,2361527.0240963856
Başakşehir,200,5.0,10.0,749000.0,0.0,3.0,8,Doğalgaz,Emlakjet,1.0,6,39.21568627450981,1,5.303304908059076,1.791759469228055,1000.0,2000.0,2431092.380952381,0,0.0,0.3703703703703704,Başakşehir_5,3514039.1960784313
Başakşehir,208,5.0,4.0,2000000.0,0.0,3.0,8,Doğalgaz,Emlakjet,1.0,6,40.7843137254902,0,5.342334251964811,1.791759469228055,1040.0,832.0,2431092.380952381,0,0.0,0.3703703703703704,Başakşehir_5,3514039.1960784313
Başakşehir,108,3.0,4.0,3750000.0,0.0,3.0,8,Doğalgaz,Emlakjet,1.0,6,34.83870967741935,0,4.6913478822291435,1.3862943611198906,324.0,432.0,2431092.380952381,0,0.0,0.3703703703703704,Başakşehir_3,1763308.2631578948
Başakşehir,135,3.0,2.0,1210000.0,0.0,3.0,8,Doğalgaz,Emlakjet,1.0,6,43.54838709677419,0,4.912654885736052,1.3862943611198906,405.0,270.0,2431092.380952381,0,0.0,0.3703703703703704,Başakşehir_3,1763308.2631578948
Başakşehir,57,2.0,4.0,2100000.0,0.0,3.0,8,Doğalgaz,Emlakjet,1.0,6,27.142857142857142,0,4.060443010546419,1.0986122886681098,114.0,228.0,2431092.380952381,0,0.0,0.3703703703703704,Başakşehir_2,1698500.0
Başakşehir,115,3.0,10.0,3240000.0,0.0,3.0,8,Doğalgaz,Emlakjet,1.0,6,37.096774193548384,1,4.7535901911063645,1.3862943611198906,345.0,1150.0,2431092.380952381,0,0.0,0.3703703703703704,Başakşehir_3,1763308.2631578948
Başakşehir,175,4.0,4.0,1280000.0,0.0,3.0,8,Doğalgaz,Emlakjet,1.0,6,42.6829268292683,0,5.170483995038151,1.6094379124341003,700.0,700.0,2431092.380952381,0,0.0,0.3703703703703704,Başakşehir_4,2361527.0240963856
Başakşehir,102,3.0,4.0,4250000.0,0.0,3.0,8,Doğalgaz,Emlakjet,1.0,6,32.90322580645161,0,4.634728988229636,1.3862943611198906,306.0,408.0,2431092.380952381,0,0.0,0.3703703703703704,Başakşehir_3,1763308.2631578948
Başakşehir,181,4.0,4.0,5218745.0,0.0,3.0,8,Doğalgaz,Emlakjet,1.0,6,44.146341463414636,0,5.204006687076795,1.6094379124341003,724.0,724.0,2431092.380952381,0,0.0,0.3703703703703704,Başakşehir_4,2361527.0240963856
Başakşehir,188,5.0,10.0,5000000.0,0.0,3.0,8,Doğalgaz,Emlakjet,1.0,6,36.86274509803922,1,5.241747015059643,1.791759469228055,940.0,1880.0,2431092.380952381,0,0.0,0.3703703703703704,Başakşehir_5,3514039.1960784313
Başakşehir,500,8.0,13.0,6500000.0,0.0,3.0,8,Doğalgaz,Emlakjet,1.0,6,61.7283950617284,2,6.2166061010848646,2.1972245773362196,4000.0,6500.0,2431092.380952381,0,0.0,0.3703703703703704,Başakşehir_8,7433333.333333333
Başakşehir,208,5.0,4.0,3550000.0,0.0,3.0,8,Doğalgaz,Emlakjet,1.0,6,40.7843137254902,0,5.342334251964811,1.791759469228055,1040.0,832.0,2431092.380952381,0,0.0,0.3703703703703704,Başakşehir_5,3514039.1960784313
Başakşehir,202,5.0,7.5,1500000.0,0.0,3.0,8,Doğalgaz,Emlakjet,1.0,6,39.6078431372549,1,5.313205979041787,1.791759469228055,1010.0,1515.0,2431092.380952381,0,0.0,0.3703703703703704,Başakşehir_5,3514039.1960784313
Başakşehir,230,7.0,10.0,1270000.0,0.0,3.0,8,Doğalgaz,Emlakjet,1.0,6,32.3943661971831,1,5.442417710521793,2.0794415416798357,1610.0,2300.0,2431092.380952381,0,0.0,0.3703703703703704,Başakşehir_7,4442499.9
Başakşehir,210,6.0,10.0,1635000.0,0.0,3.0,8,Doğalgaz,Emlakjet,1.0,6,34.42622950819673,1,5.351858133476067,1.9459101490553132,1260.0,2100.0,2431092.380952381,0,0.0,0.3703703703703704,Başakşehir_6,3410823.8095238097
Başakşehir,326,6.0,4.0,4350000.0,0.0,3.0,8,Doğalgaz,Emlakjet,1.0,6,53.442622950819676,0,5.7899601708972535,1.9459101490553132,1956.0,1304.0,2431092.380952381,0,0.0,0.3703703703703704,Başakşehir_6,3410823.8095238097
Başakşehir,190,5.0,2.0,2650000.0,0.0,3.0,8,Doğalgaz,Emlakjet,1.0,6,37.254901960784316,0,5.25227342804663,1.791759469228055,950.0,380.0,2431092.380952381,0,0.0,0.3703703703703704,Başakşehir_5,3514039.1960784313
Başakşehir,135,3.0,3.0,1250000.0,0.0,3.0,8,Doğalgaz,Emlakjet,1.0,6,43.54838709677419,0,4.912654885736052,1.3862943611198906,405.0,405.0,2431092.380952381,0,0.0,0.3703703703703704,Başakşehir_3,1763308.2631578948
Başakşehir,85,3.0,7.5,3150000.0,0.0,3.0,8,Doğalgaz,Emlakjet,1.0,6,27.419354838709676,1,4.454347296253507,1.3862943611198906,255.0,637.5,2431092.380952381,0,0.0,0.3703703703703704,Başakşehir_3,1763308.2631578948
Başakşehir,175,4.0,7.5,595000.0,0.0,3.0,8,Doğalgaz,Emlakjet,1.0,6,42.6829268292683,1,5.170483995038151,1.6094379124341003,700.0,1312.5,2431092.380952381,0,0.0,0.3703703703703704,Başakşehir_4,2361527.0240963856
Başakşehir,85,3.0,10.0,1550000.0,0.0,3.0,8,Doğalgaz,Emlakjet,1.0,6,27.419354838709676,1,4.454347296253507,1.3862943611198906,255.0,850.0,2431092.380952381,0,0.0,0.3703703703703704,Başakşehir_3,1763308.2631578948
Başakşehir,90,3.0,3.0,1250000.0,0.0,3.0,8,Doğalgaz,Emlakjet,1.0,6,29.032258064516128,0,4.51085950651685,1.3862943611198906,270.0,270.0,2431092.380952381,0,0.0,0.3703703703703704,Başakşehir_3,1763308.2631578948
Başakşehir,118,4.0,7.5,1850000.0,0.0,3.0,8,Doğalgaz,Emlakjet,1.0,6,28.780487804878053,1,4.77912349311153,1.6094379124341003,472.0,885.0,2431092.380952381,0,0.0,0.3703703703703704,Başakşehir_4,2361527.0240963856
Başakşehir,110,3.0,4.0,1850000.0,0.0,3.0,8,Doğalgaz,Emlakjet,1.0,6,35.483870967741936,0,4.709530201312334,1.3862943611198906,330.0,440.0,2431092.380952381,0,0.0,0.3703703703703704,Başakşehir_3,1763308.2631578948
Başakşehir,75,2.0,1.0,398000.0,0.0,3.0,8,Doğalgaz,Emlakjet,1.0,6,35.714285714285715,0,4.330733340286331,1.0986122886681098,150.0,75.0,2431092.380952381,0,0.0,0.3703703703703704,Başakşehir_2,1698500.0
Başakşehir,90,3.0,2.0,10499999.0,0.0,3.0,8,Doğalgaz,Emlakjet,1.0,6,29.032258064516128,0,4.51085950651685,1.3862943611198906,270.0,180.0,2431092.380952381,0,0.0,0.3703703703703704,Başakşehir_3,1763308.2631578948
Başakşehir,145,3.0,2.0,2150000.0,0.0,3.0,8,Doğalgaz,Emlakjet,1.0,6,46.774193548387096,0,4.983606621708336,1.3862943611198906,435.0,290.0,2431092.380952381,0,0.0,0.3703703703703704,Başakşehir_3,1763308.2631578948
Başakşehir,135,3.0,4.0,5000000.0,0.0,3.0,8,Doğalgaz,Emlakjet,1.0,6,43.54838709677419,0,4.912654885736052,1.3862943611198906,405.0,540.0,2431092.380952381,0,0.0,0.3703703703703704,Başakşehir_3,1763308.2631578948
Başakşehir,210,5.0,4.0,3980000.0,0.0,3.0,8,Doğalgaz,Emlakjet,1.0,6,41.1764705882353,0,5.351858133476067,1.791759469228055,1050.0,840.0,2431092.380952381,0,0.0,0.3703703703703704,Başakşehir_5,3514039.1960784313
Başakşehir,185,4.0,4.0,855000.0,0.0,3.0,8,Doğalgaz,Emlakjet,1.0,6,45.1219512195122,0,5.225746673713202,1.6094379124341003,740.0,740.0,2431092.380952381,0,0.0,0.3703703703703704,Başakşehir_4,2361527.0240963856
Başakşehir,75,3.0,7.5,1550000.0,0.0,3.0,8,Doğalgaz,Emlakjet,1.0,6,24.193548387096772,1,4.330733340286331,1.3862943611198906,225.0,562.5,2431092.380952381,0,0.0,0.3703703703703704,Başakşehir_3,1763308.2631578948
Başakşehir,122,3.0,7.5,4650000.0,0.0,3.0,8,Doğalgaz,Emlakjet,1.0,6,39.354838709677416,1,4.812184355372417,1.3862943611198906,366.0,915.0,2431092.380952381,0,0.0,0.3703703703703704,Başakşehir_3,1763308.2631578948
Başakşehir,170,4.0,4.0,1440000.0,0.0,3.0,8,Doğalgaz,Emlakjet,1.0,6,41.463414634146346,0,5.14166355650266,1.6094379124341003,680.0,680.0,2431092.380952381,0,0.0,0.3703703703703704,Başakşehir_4,2361527.0240963856
Başakşehir,96,3.0,4.0,4150000.0,0.0,3.0,8,Doğalgaz,Emlakjet,1.0,6,30.96774193548387,0,4.574710978503383,1.3862943611198906,288.0,384.0,2431092.380952381,0,0.0,0.3703703703703704,Başakşehir_3,1763308.2631578948
Başakşehir,200,5.0,4.0,2800000.0,0.0,3.0,8,Doğalgaz,Emlakjet,1.0,6,39.21568627450981,0,5.303304908059076,1.791759469228055,1000.0,800.0,2431092.380952381,0,0.0,0.3703703703703704,Başakşehir_5,3514039.1960784313
Başakşehir,144,4.0,4.0,3550000.0,0.0,3.0,8,Doğalgaz,Emlakjet,1.0,6,35.1219512195122,0,4.976733742420574,1.6094379124341003,576.0,576.0,2431092.380952381,0,0.0,0.3703703703703704,Başakşehir_4,2361527.0240963856
Başakşehir,267,5.0,3.0,13870000.0,0.0,3.0,8,Doğalgaz,Emlakjet,1.0,6,52.352941176470594,0,5.5909869805108565,1.791759469228055,1335.0,801.0,2431092.380952381,0,0.0,0.3703703703703704,Başakşehir_5,3514039.1960784313
Başakşehir,336,6.0,7.5,5050000.0,0.0,3.0,8,Doğalgaz,Emlakjet,1.0,6,55.08196721311476,1,5.820082930352362,1.9459101490553132,2016.0,2520.0,2431092.380952381,0,0.0,0.3703703703703704,Başakşehir_6,3410823.8095238097
Başakşehir,194,5.0,13.0,525000.0,0.0,3.0,8,Doğalgaz,Emlakjet,1.0,6,38.03921568627451,2,5.272999558563747,1.791759469228055,970.0,2522.0,2431092.380952381,0,0.0,0.3703703703703704,Başakşehir_5,3514039.1960784313
Başakşehir,73,2.0,10.0,13000000.0,0.0,3.0,8,Doğalgaz,Emlakjet,1.0,6,34.76190476190476,1,4.30406509320417,1.0986122886681098,146.0,730.0,2431092.380952381,0,0.0,0.3703703703703704,Başakşehir_2,1698500.0
Başakşehir,336,6.0,7.5,1800000.0,0.0,3.0,8,Doğalgaz,Emlakjet,1.0,6,55.08196721311476,1,5.820082930352362,1.9459101490553132,2016.0,2520.0,2431092.380952381,0,0.0,0.3703703703703704,Başakşehir_6,3410823.8095238097
Başakşehir,174,4.0,7.5,700000.0,0.0,3.0,8,Doğalgaz,Emlakjet,1.0,6,42.43902439024391,1,5.1647859739235145,1.6094379124341003,696.0,1305.0,2431092.380952381,0,0.0,0.3703703703703704,Başakşehir_4,2361527.0240963856
Başakşehir,100,3.0,10.0,1335000.0,0.0,3.0,8,Doğalgaz,Emlakjet,1.0,6,32.25806451612903,1,4.61512051684126,1.3862943611198906,300.0,1000.0,2431092.380952381,0,0.0,0.3703703703703704,Başakşehir_3,1763308.2631578948
Başakşehir,190,5.0,10.0,4250000.0,0.0,3.0,8,Doğalgaz,Emlakjet,1.0,6,37.254901960784316,1,5.25227342804663,1.791759469228055,950.0,1900.0,2431092.380952381,0,0.0,0.3703703703703704,Başakşehir_5,3514039.1960784313
Başakşehir,156,4.0,10.0,1925000.0,0.0,3.0,8,Doğalgaz,Emlakjet,1.0,6,38.04878048780488,1,5.056245805348308,1.6094379124341003,624.0,1560.0,2431092.380952381,0,0.0,0.3703703703703704,Başakşehir_4,2361527.0240963856
Başakşehir,95,3.0,10.0,780000.0,0.0,3.0,8,Doğalgaz,Emlakjet,1.0,6,30.64516129032258,1,4.564348191467836,1.3862943611198906,285.0,950.0,2431092.380952381,0,0.0,0.3703703703703704,Başakşehir_3,1763308.2631578948
Başakşehir,120,4.0,2.0,950000.0,0.0,3.0,8,Doğalgaz,Emlakjet,1.0,6,29.26829268292683,0,4.795790545596741,1.6094379124341003,480.0,240.0,2431092.380952381,0,0.0,0.3703703703703704,Başakşehir_4,2361527.0240963856
Başakşehir,130,4.0,10.0,830000.0,0.0,3.0,8,Doğalgaz,Emlakjet,1.0,6,31.707317073170735,1,4.875197323201151,1.6094379124341003,520.0,1300.0,2431092.380952381,0,0.0,0.3703703703703704,Başakşehir_4,2361527.0240963856
Başakşehir,110,3.0,10.0,1185000.0,0.0,3.0,8,Doğalgaz,Emlakjet,1.0,6,35.483870967741936,1,4.709530201312334,1.3862943611198906,330.0,1100.0,2431092.380952381,0,0.0,0.3703703703703704,Başakşehir_3,1763308.2631578948
Başakşehir,210,6.0,4.0,700000.0,0.0,3.0,8,Doğalgaz,Emlakjet,1.0,6,34.42622950819673,0,5.351858133476067,1.9459101490553132,1260.0,840.0,2431092.380952381,0,0.0,0.3703703703703704,Başakşehir_6,3410823.8095238097
Başakşehir,90,3.0,10.0,825000.0,0.0,3.0,8,Doğalgaz,Emlakjet,1.0,6,29.032258064516128,1,4.51085950651685,1.3862943611198906,270.0,900.0,2431092.380952381,0,0.0,0.3703703703703704,Başakşehir_3,1763308.2631578948
Başakşehir,100,3.0,4.0,950000.0,0.0,3.0,8,Doğalgaz,Emlakjet,1.0,6,32.25806451612903,0,4.61512051684126,1.3862943611198906,300.0,400.0,2431092.380952381,0,0.0,0.3703703703703704,Başakşehir_3,1763308.2631578948
Başakşehir,190,5.0,1.0,1500000.0,0.0,3.0,8,Doğalgaz,Emlakjet,1.0,6,37.254901960784316,0,5.25227342804663,1.791759469228055,950.0,190.0,2431092.380952381,0,0.0,0.3703703703703704,Başakşehir_5,3514039.1960784313
Başakşehir,200,6.0,10.0,438000.0,0.0,3.0,8,Doğalgaz,Emlakjet,1.0,6,32.786885245901644,1,5.303304908059076,1.9459101490553132,1200.0,2000.0,2431092.380952381,0,0.0,0.3703703703703704,Başakşehir_6,3410823.8095238097
Başakşehir,90,3.0,3.0,1150000.0,0.0,3.0,8,Doğalgaz,Emlakjet,1.0,6,29.032258064516128,0,4.51085950651685,1.3862943611198906,270.0,270.0,2431092.380952381,0,0.0,0.3703703703703704,Başakşehir_3,1763308.2631578948
Başakşehir,130,4.0,10.0,950000.0,0.0,3.0,8,Doğalgaz,Emlakjet,1.0,6,31.707317073170735,1,4.875197323201151,1.6094379124341003,520.0,1300.0,2431092.380952381,0,0.0,0.3703703703703704,Başakşehir_4,2361527.0240963856
Başakşehir,100,3.0,10.0,885000.0,0.0,3.0,8,Doğalgaz,Emlakjet,1.0,6,32.25806451612903,1,4.61512051684126,1.3862943611198906,300.0,1000.0,2431092.380952381,0,0.0,0.3703703703703704,Başakşehir_3,1763308.2631578948
Başakşehir,100,3.0,10.0,1250000.0,0.0,3.0,8,Doğalgaz,Emlakjet,1.0,6,32.25806451612903,1,4.61512051684126,1.3862943611198906,300.0,1000.0,2431092.380952381,0,0.0,0.3703703703703704,Başakşehir_3,1763308.2631578948
Başakşehir,200,5.0,1.0,678000.0,0.0,3.0,8,Doğalgaz,Emlakjet,1.0,6,39.21568627450981,0,5.303304908059076,1.791759469228055,1000.0,200.0,2431092.380952381,0,0.0,0.3703703703703704,Başakşehir_5,3514039.1960784313
Başakşehir,120,4.0,3.0,2500000.0,0.0,3.0,8,Doğalgaz,Emlakjet,1.0,6,29.26829268292683,0,4.795790545596741,1.6094379124341003,480.0,360.0,2431092.380952381,0,0.0,0.3703703703703704,Başakşehir_4,2361527.0240963856
Başakşehir,95,3.0,4.0,8000000.0,0.0,3.0,8,Doğalgaz,Emlakjet,1.0,6,30.64516129032258,0,4.564348191467836,1.3862943611198906,285.0,380.0,2431092.380952381,0,0.0,0.3703703703703704,Başakşehir_3,1763308.2631578948
Başakşehir,330,9.0,7.5,3800000.0,0.0,3.0,8,Doğalgaz,Emlakjet,1.0,6,36.26373626373626,1,5.802118375377063,2.302585092994046,2970.0,2475.0,2431092.380952381,0,0.0,0.3703703703703704,Başakşehir_9,4800000.0
Kadıköy,240,5.0,18.0,5750000.0,0.0,3.0,8,Doğalgaz,Emlakjet,1.0,10,47.05882352941177,2,5.484796933490655,1.791759469228055,1200.0,4320.0,12712120.921305181,0,0.0,0.3703703703703704,Kadıköy_5,9932272.727272727
Kadıköy,130,4.0,30.0,3100000.0,0.0,3.0,8,Doğalgaz,Emlakjet,1.0,10,31.707317073170735,3,4.875197323201151,1.6094379124341003,520.0,3900.0,12712120.921305181,0,0.0,0.3703703703703704,Kadıköy_4,10351004.016064256
Kadıköy,240,6.0,7.5,13895000.0,0.0,3.0,8,Doğalgaz,Emlakjet,1.0,10,39.34426229508197,1,5.484796933490655,1.9459101490553132,1440.0,1800.0,12712120.921305181,0,0.0,0.3703703703703704,Kadıköy_6,11243000.0
Kadıköy,155,4.0,30.0,4395000.0,0.0,3.0,8,Doğalgaz,Emlakjet,1.0,10,37.80487804878049,3,5.049856007249537,1.6094379124341003,620.0,4650.0,12712120.921305181,0,0.0,0.3703703703703704,Kadıköy_4,10351004.016064256
Kadıköy,115,4.0,4.0,3500000.0,0.0,3.0,8,Doğalgaz,Emlakjet,1.0,10,28.04878048780488,0,4.7535901911063645,1.6094379124341003,460.0,460.0,12712120.921305181,0,0.0,0.3703703703703704,Kadıköy_4,10351004.016064256
Kadıköy,120,4.0,30.0,1780000.0,0.0,3.0,8,Doğalgaz,Emlakjet,1.0,10,29.26829268292683,3,4.795790545596741,1.6094379124341003,480.0,3600.0,12712120.921305181,0,0.0,0.3703703703703704,Kadıköy_4,10351004.016064256
Kadıköy,75,3.0,4.0,3650000.0,0.0,3.0,8,Doğalgaz,Emlakjet,1.0,10,24.193548387096772,0,4.330733340286331,1.3862943611198906,225.0,300.0,12712120.921305181,0,0.0,0.3703703703703704,Kadıköy_3,16696702.898550725
Kadıköy,130,4.0,30.0,3685000.0,0.0,3.0,8,Doğalgaz,Emlakjet,1.0,10,31.707317073170735,3,4.875197323201151,1.6094379124341003,520.0,3900.0,12712120.921305181,0,0.0,0.3703703703703704,Kadıköy_4,10351004.016064256
Kadıköy,90,3.0,4.0,1985000.0,0.0,3.0,8,Doğalgaz,Emlakjet,1.0,10,29.032258064516128,0,4.51085950651685,1.3862943611198906,270.0,360.0,12712120.921305181,0,0.0,0.3703703703703704,Kadıköy_3,16696702.898550725
Kadıköy,140,4.0,30.0,3450000.0,0.0,3.0,8,Doğalgaz,Emlakjet,1.0,10,34.146341463414636,3,4.948759890378168,1.6094379124341003,560.0,4200.0,12712120.921305181,0,0.0,0.3703703703703704,Kadıköy_4,10351004.016064256
Kadıköy,145,4.0,2.0,4790000.0,0.0,3.0,8,Doğalgaz,Emlakjet,1.0,10,35.36585365853659,0,4.983606621708336,1.6094379124341003,580.0,290.0,12712120.921305181,0,0.0,0.3703703703703704,Kadıköy_4,10351004.016064256
Kadıköy,130,4.0,3.0,6900000.0,0.0,3.0,8,Doğalgaz,Emlakjet,1.0,10,31.707317073170735,0,4.875197323201151,1.6094379124341003,520.0,390.0,12712120.921305181,0,0.0,0.3703703703703704,Kadıköy_4,10351004.016064256
Kadıköy,180,6.0,18.0,2150000.0,0.0,3.0,8,Doğalgaz,Emlakjet,1.0,10,29.508196721311478,2,5.198497031265826,1.9459101490553132,1080.0,3240.0,12712120.921305181,0,0.0,0.3703703703703704,Kadıköy_6,11243000.0
